"X3.17946174275532e.08","X1.53526347304499e.08","X2.883374795246e.07","X4.40671752280903e.08","X1.05584972031312e.17","X0.135622537609414","X5.90657175868649e.09","X6.64940022661113e.08","X5.30032364053576e.08","X0.123384492854452","X2.58493796431055e.08","X0.230739656826745","X8.34564922936237e.09","X2.93386464034565e.07","X0.292195344878526","X2.71521318728895e.09","X2.44331255510805e.08","X1.02925456736912e.07","X1.70991108996548e.09","X0.218057003509946"
3.15915708124215e-08,1.61844839025739e-09,4.27709222611602e-07,0.12810392656382,9.67987648761379e-09,0.177052546738334,9.95544717948441e-08,0.0210949974542833,9.19695796621442e-06,0.0380956481858652,3.96667835873147e-20,0.295724190349507,1.29278334690284e-08,0.00458453276670382,0.0597926460894451,4.81487707435554e-08,0.0106357708125072,0.0242761488549584,2.29752585081913e-08,0.240629741021156
1.5659166215599e-07,1.28720437110627e-19,0.0545761355426144,0.0330027003934646,5.6242566015391e-08,0.145448299750674,7.58680105028902e-07,0.0744885956084941,0.0484796389859358,0.0717358343689422,2.75675568722065e-08,0.270541804968491,2.3219098623135e-07,0.00336199984204712,0.0761274383166566,0.00567852948642668,6.98764294855662e-08,3.16191714325402e-07,0.0079402564841254,0.208617148911108
5.92780021306214e-08,1.95783997124556e-09,0.0361506755119838,0.088176893593923,2.66029052238581e-20,0.181191637471538,6.80290057847287e-06,0.0583392208406656,0.00563266354076722,0.0169987778878704,8.68428112463171e-09,0.281852832645787,3.7360572956711e-08,3.96711829989005e-06,0.0465243951692124,4.30025780487307e-07,1.13753263179162e-07,0.0411433443740518,0.0147497488190663,0.229228389066516
7.89418332044182e-08,4.60589986494108e-21,0.00449963232752744,0.0922908501822449,1.60613098175008e-08,0.142295337786147,0.0243977423552363,0.124364992192195,0.0655761201955356,0.0606982996590623,2.43104444401937e-08,0.230958071693154,3.95834750894127e-08,1.64624457210009e-06,0.0211174675870517,0.0179366371156511,1.49640072910378e-07,1.32463850865932e-07,0.0269683171832462,0.18889444447739
2.29625812917819e-07,2.46626077418006e-21,0.0163964643504151,0.0720746079967027,1.27371936127518e-08,0.149807971098254,1.27115521266499e-07,0.0709174880101807,0.0538511204927855,0.103586461463188,1.12984086317264e-08,0.284308086144022,7.2070112182844e-08,0.00243335508103488,0.0326060207564791,0.0200538147785921,5.7134402703049e-08,1.16230578299773e-07,4.45760055230944e-08,0.193963939040311
4.66338746365347e-08,1.08091667778138e-19,0.0474537502843955,0.0426783479817569,1.64161703914148e-08,0.148798089087572,0.00643276879222161,0.083603919469118,0.062243824711195,0.057810643934901,2.5793892794097e-08,0.258392674375534,6.51718213006043e-08,3.14323276664606e-06,0.0560580769720336,0.00995517592392043,4.48308380373852e-06,6.53051131138989e-07,0.015714717756913,0.210849577326979
0.00795062060315913,1.12524201906627e-07,0.000353316501147745,0.149318203641548,1.77965211873076e-19,0.197520520997594,5.63072480554489e-08,5.17155532047195e-08,0.0156607942449073,0.0869901730824191,3.97497471487292e-08,0.340590748803466,5.55267983859505e-08,0.162264749022643,9.82437049302389e-08,1.05687062439979e-08,6.00953223477137e-08,1.13394660285456e-07,4.40448570003691e-09,0.0393502705726886
3.58499379539762e-07,6.03984124018651e-20,0.0104834200453773,0.0727208372120307,3.85382220490202e-09,0.166694454286133,4.67943022412325e-07,0.0900979668042557,0.0492563721086769,0.118861300377312,3.98964758923981e-08,0.296786157372809,1.60067650604742e-05,1.54600326282142e-08,9.56660689165773e-06,0.0363539874817244,5.08016299486056e-08,6.16032186020391e-08,3.29716031488214e-06,0.158715635721833
3.00267080334463e-08,4.36585256060777e-21,0.0290624422834067,0.0465537801493119,1.11682016165688e-08,0.149587089828179,6.05694141454421e-05,0.092150301057873,0.0702335011074015,0.06900576099532,1.69654750220893e-08,0.245601307589294,4.33268001247963e-08,0.00115786792502788,0.0515662887271391,0.0177464986901236,9.65544438170883e-08,1.40828780832452e-07,0.019093433331713,0.208180820030656
6.26427243590039e-08,2.95444059628984e-20,0.0375469010951442,0.0120966898225698,8.4380674404852e-09,0.151467216700366,1.17344028082239e-07,0.0865277475218839,0.0783805804863003,0.0940376136519585,2.3234712011191e-08,0.274061124408545,1.20190083342852e-05,4.50633713834529e-08,0.0294738800900354,0.0300716379370378,1.59860017924475e-08,2.25173456493362e-08,0.0212696838304883,0.185054610221086
6.08864104943548e-08,2.81167406989637e-08,1.46156518672644e-07,0.174811456780007,2.25705956650774e-21,0.187911608156745,1.48652594566406e-07,1.52418450333715e-07,0.0424443341212572,1.37347625153121e-07,1.57778619049319e-08,0.266739798556117,8.2906728981671e-08,0.00200837842033002,1.04210473264413e-07,1.36682834677363e-08,1.80355917963326e-07,0.0376638194194685,4.73385063836463e-08,0.288419486709964
